Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Developmental Biology Homo sapiens R-HSA-1266738	3/786	0.31359574962406556	0.398606645606493	0	0	1.5624847150892638	1.8119362499893585	MED25;PIP5K1C;PLCG1
Cellular Senescence Homo sapiens R-HSA-2559583	1/161	0.33277361941321715	0.4175742681481302	0	0	2.524234693877551	2.7773973646136283	EP400
Role of LAT2/NTAL/LAB on calcium mobilization Homo sapiens R-HSA-2730905	1/162	0.3344552195120095	0.4175742681481302	0	0	2.5084294587400175	2.747363087126053	PIP5K1C
Transport to the Golgi and subsequent modification Homo sapiens R-HSA-948021	1/162	0.3344552195120095	0.4175742681481302	0	0	2.5084294587400175	2.747363087126053	COG7
Vesicle-mediated transport Homo sapiens R-HSA-5653656	2/492	0.3493009226573802	0.43354408635710134	0	0	1.6547619047619047	1.7405141251894558	COG7;HIP1R
Intra-Golgi and retrograde Golgi-to-ER traffic Homo sapiens R-HSA-6811442	1/179	0.3624150547196057	0.44656360074185775	0	0	2.266911258885577	2.300835957547096	COG7
rRNA processing Homo sapiens R-HSA-72312	1/180	0.3640234091355428	0.44656360074185775	0	0	2.2541329380914377	2.2778849681371156	NOP2
Axon guidance Homo sapiens R-HSA-422475	2/515	0.3701835067379452	0.4514954908769158	0	0	1.5787037037037037	1.5688469599937915	PIP5K1C;PLCG1
G alpha (q) signalling events Homo sapiens R-HSA-416476	1/191	0.3814549819175133	0.46180816650407275	0	0	2.122448979591837	2.045536603225051	PLCB3
Downstream signaling events of B Cell Receptor (BCR) Homo sapiens R-HSA-1168372	1/192	0.38301625183987076	0.46180816650407275	0	0	2.111229832247035	2.02610052252205	PIP5K1C
Interferon Signaling Homo sapiens R-HSA-913531	1/196	0.38922280309567664	0.46662506507493057	0	0	2.0675039246467817	1.9509036102620232	PLCG1
TCF dependent signaling in response to WNT Homo sapiens R-HSA-201681	1/199	0.3938375225272607	0.4694899279844746	0	0	2.03586889301175	1.897056906545971	CSNK1G2
Transmission across Chemical Synapses Homo sapiens R-HSA-112315	1/211	0.4119571272853534	0.48833120144499753	0	0	1.9183673469387754	1.7012772149636306	PLCB3
Cell Cycle Homo sapiens R-HSA-1640170	2/566	0.41554547543354464	0.4898329347289269	0	0	1.4321808510638299	1.2576885523498746	HERC2;TP53BP1
Fatty acid, triacylglycerol, and ketone body metabolism Homo sapiens R-HSA-535734	1/217	0.42081679423930846	0.49116567564051505	0	0	1.8645124716553287	1.613843141672166	MED25
Signal Transduction Homo sapiens R-HSA-162582	7/2465	0.4213316933219584	0.49116567564051505	0	0	1.1584763562737714	1.0013115286188987	PTBP1;PLCB3;CDC37;ARHGEF1;PIP5K1C;PLCG1;CSNK1G2
Chromatin organization Homo sapiens R-HSA-4839726	1/226	0.43386153803933075	0.500244724187425	0	0	1.7891156462585034	1.493964938526657	EP400
Chromatin modifying enzymes Homo sapiens R-HSA-3247509	1/226	0.43386153803933075	0.500244724187425	0	0	1.7891156462585034	1.493964938526657	EP400
Transmembrane transport of small molecules Homo sapiens R-HSA-382551	2/594	0.43979162672419614	0.5043262676022032	0	0	1.3624718468468469	1.1192082752945034	ATP13A2;TRPC4AP
Frs2-mediated activation Homo sapiens R-HSA-170968	1/240	0.45358310414097847	0.5173299187770078	0	0	1.6831184356587823	1.3306343458644796	PLCG1
Prolonged ERK activation events Homo sapiens R-HSA-169893	1/242	0.4563449373288627	0.5176816224537099	0	0	1.6689812854602422	1.3093263562491473	PLCG1
Interleukin receptor SHC signaling Homo sapiens R-HSA-912526	1/245	0.4604620545636497	0.5183320028338951	0	0	1.6482101037136165	1.2782278558637723	INPPL1
Cytokine Signaling in Immune system Homo sapiens R-HSA-1280215	2/620	0.46183135797522407	0.5183320028338951	0	0	1.3033980582524272	1.0069473132623459	INPPL1;PLCG1
VEGFR2 mediated cell proliferation Homo sapiens R-HSA-5218921	1/248	0.4645486115664432	0.5186230531244419	0	0	1.6279434850863421	1.248126480940435	PLCG1
Interleukin-2 signaling Homo sapiens R-HSA-451927	1/252	0.4699502001103142	0.520642203158393	0	0	1.6016749329213757	1.2094704650298027	INPPL1
Signalling to ERKs Homo sapiens R-HSA-187687	1/253	0.47129223129503817	0.520642203158393	0	0	1.5952380952380953	1.2000608149186214	PLCG1
Asparagine N-linked glycosylation Homo sapiens R-HSA-446203	1/259	0.4792747691641499	0.5267030015293522	0	0	1.5576649264356905	1.1456332929874578	COG7
Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988	1/261	0.48190927495217123	0.5268541814243946	0	0	1.5455259026687598	1.1282329953702568	INPPL1
Metabolism of proteins Homo sapiens R-HSA-392499	3/1074	0.5075433266437553	0.5490741666691064	0	0	1.1251564455569463	0.7630509460736543	HERC2;COG7;TP53BP1
Metabolism of carbohydrates Homo sapiens R-HSA-71387	1/282	0.5087948856955653	0.5490741666691064	0	0	1.4284988016558937	0.9652513805376299	ADPGK
Extracellular matrix organization Homo sapiens R-HSA-1474244	1/283	0.5100404581381273	0.5490741666691064	0	0	1.4233608336951802	0.9582993544129655	CAPN10
FCERI mediated MAPK activation Homo sapiens R-HSA-2871796	1/289	0.5174491511913359	0.5542221873166085	0	0	1.3932823129251701	0.9179557161939494	PLCG1
Neuronal System Homo sapiens R-HSA-112316	1/301	0.5319386721651181	0.5668639385193937	0	0	1.336734693877551	0.8437831297586794	PLCB3
Disease Homo sapiens R-HSA-1643685	2/725	0.5456040106941672	0.5785047550576345	0	0	1.1080567081604427	0.6713292555323299	CDC37;PLCG1
VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097	1/320	0.5540128017436795	0.5844835058395819	0	0	1.255901733734246	0.7416947278731473	PLCG1
Signaling by SCF-KIT Homo sapiens R-HSA-1433557	1/325	0.5596501292288129	0.5874921929812617	0	0	1.2362055933484506	0.7175474515491967	PIP5K1C
Signaling by VEGF Homo sapiens R-HSA-194138	1/328	0.5629989435283087	0.5874921929812617	0	0	1.2246770267740124	0.7035494301411569	PLCG1
Signaling by ERBB4 Homo sapiens R-HSA-1236394	1/330	0.5652176074653844	0.5874921929812617	0	0	1.2171081198436822	0.6944143145067687	PIP5K1C
Cellular responses to stress Homo sapiens R-HSA-2262752	1/367	0.6043270637522773	0.6223630342826469	0	0	1.0920040147206425	0.5499766085796418	EP400
Innate Immune System Homo sapiens R-HSA-168249	2/807	0.6046655072414342	0.6223630342826469	0	0	0.9909420289855072	0.498522971699317	PIP5K1C;PLCG1
Signaling by Interleukins Homo sapiens R-HSA-449147	1/392	0.6287782505378311	0.644039858560594	0	0	1.020877916383945	0.4736634925336469	INPPL1
Gastrin-CREB signalling pathway via PKC and MAPK Homo sapiens R-HSA-881907	1/432	0.6648531872166317	0.677700591800528	0	0	0.924238837066149	0.3772641579048882	PLCB3
GPCR downstream signaling Homo sapiens R-HSA-388396	2/983	0.7119516060825943	0.7222201388626317	0	0	0.8056829765545361	0.2737270358875065	PLCB3;ARHGEF1
Hemostasis Homo sapiens R-HSA-109582	1/552	0.7536837787908901	0.7608960637553963	0	0	0.7185080928923293	0.20318143607828076	PLCG1
Signaling by GPCR Homo sapiens R-HSA-372790	2/1293	0.8427133949185224	0.8467263158467058	0	0	0.6022140459592048	0.10305590271063265	PLCB3;ARHGEF1
Generic Transcription Pathway Homo sapiens R-HSA-212436	1/812	0.8744367175475217	0.8744367175475217	0	0	0.48161755454339567	0.06462120457102129	MED25
