Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1 Homo sapiens R-HSA-8849469	1/9	0.022280559123686802	0.07100563482203161	0	0	50.87244897959184	193.52086993316271	RPS27A
MAPK1/MAPK3 signaling Homo sapiens R-HSA-5684996	3/241	0.022350441953666124	0.07100563482203161	0	0	5.286608260325407	20.093917888377906	PHB;RPS27A;PSMA7
Prolonged ERK activation events Homo sapiens R-HSA-169893	3/242	0.022591913685796723	0.07122488818499272	0	0	5.264221490251936	19.952258770324566	PHB;RPS27A;PSMA7
Signaling by Leptin Homo sapiens R-HSA-2586552	3/243	0.0228348184947476	0.07144530332068758	0	0	5.242021276595745	19.812055763873456	PHB;RPS27A;PSMA7
Interleukin receptor SHC signaling Homo sapiens R-HSA-912526	3/245	0.02332492769386183	0.07155878263798743	0	0	5.198171267803763	19.53593688639933	PHB;RPS27A;PSMA7
Signalling to RAS Homo sapiens R-HSA-167044	3/246	0.023572132192873366	0.07155878263798743	0	0	5.1765169424743895	19.399981318373513	PHB;RPS27A;PSMA7
TNFR2 non-canonical NF-kB pathway Homo sapiens R-HSA-5668541	2/95	0.023591646713008625	0.07155878263798743	0	0	8.896505376344086	33.333983109146935	RPS27A;PSMA7
VEGFR2 mediated cell proliferation Homo sapiens R-HSA-5218921	3/248	0.024070841029845268	0.07155878263798743	0	0	5.133738601823708	19.13218131490227	PHB;RPS27A;PSMA7
Synthesis of DNA Homo sapiens R-HSA-69239	2/97	0.024523395696302068	0.07155878263798743	0	0	8.708333333333334	32.29161197321332	RPS27A;PSMA7
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation Homo sapiens R-HSA-975163	1/10	0.02472594881725805	0.07155878263798743	0	0	45.21768707482993	167.3010120823387	RPS27A
IRAK2 mediated activation of TAK1 complex Homo sapiens R-HSA-937042	1/10	0.02472594881725805	0.07155878263798743	0	0	45.21768707482993	167.3010120823387	RPS27A
Diseases of carbohydrate metabolism Homo sapiens R-HSA-5663084	1/10	0.02472594881725805	0.07155878263798743	0	0	45.21768707482993	167.3010120823387	RPS27A
Myoclonic epilepsy of Lafora Homo sapiens R-HSA-3785653	1/10	0.02472594881725805	0.07155878263798743	0	0	45.21768707482993	167.3010120823387	RPS27A
Glycogen storage diseases Homo sapiens R-HSA-3229121	1/10	0.02472594881725805	0.07155878263798743	0	0	45.21768707482993	167.3010120823387	RPS27A
Interleukin-2 signaling Homo sapiens R-HSA-451927	3/252	0.025085456564103305	0.07155878263798743	0	0	5.050243527300692	18.612505965510472	PHB;RPS27A;PSMA7
Signalling to ERKs Homo sapiens R-HSA-187687	3/253	0.025342692692284445	0.07155878263798743	0	0	5.029787234042553	18.48580021023989	PHB;RPS27A;PSMA7
CLEC7A (Dectin-1) signaling Homo sapiens R-HSA-5607764	2/99	0.025470075176232815	0.07155878263798743	0	0	8.527920962199312	31.299610767204847	RPS27A;PSMA7
Downstream TCR signaling Homo sapiens R-HSA-202424	2/99	0.025470075176232815	0.07155878263798743	0	0	8.527920962199312	31.299610767204847	RPS27A;PSMA7
Hedgehog 'off' state Homo sapiens R-HSA-5610787	2/99	0.025470075176232815	0.07155878263798743	0	0	8.527920962199312	31.299610767204847	RPS27A;PSMA7
Membrane binding and targetting of GAG proteins Homo sapiens R-HSA-174490	1/11	0.027165344857992397	0.07529723104933464	0	0	40.69387755102041	146.73452100035948	RPS27A
Synthesis And Processing Of GAG, GAGPOL Polyproteins Homo sapiens R-HSA-174495	1/11	0.027165344857992397	0.07529723104933464	0	0	40.69387755102041	146.73452100035948	RPS27A
Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988	3/261	0.02745213293208673	0.07558487267301213	0	0	4.871845620979713	17.515802156668258	PHB;RPS27A;PSMA7
DNA Replication Homo sapiens R-HSA-69306	2/105	0.0283980432384044	0.07767146925470873	0	0	8.028721682847896	28.593770697553435	RPS27A;PSMA7
NCAM signaling for neurite out-growth Homo sapiens R-HSA-375165	3/266	0.028817021895385514	0.07829888186048826	0	0	4.77801148774371	16.94659872229953	PHB;RPS27A;PSMA7
M Phase Homo sapiens R-HSA-68886	3/268	0.02937297517043508	0.07928783493718751	0	0	4.741469289441991	16.726387517431146	RPS27;RPS27A;PSMA7
FCERI mediated NF-kB activation Homo sapiens R-HSA-2871837	2/111	0.03145448478079644	0.08318758535684988	0	0	7.584480122324159	26.23633758944092	RPS27A;PSMA7
G1/S Transition Homo sapiens R-HSA-69206	2/112	0.03197607762407203	0.08318758535684988	0	0	7.515151515151516	25.872917364872013	RPS27A;PSMA7
p75NTR recruits signalling complexes Homo sapiens R-HSA-209543	1/13	0.03202621324876303	0.08318758535684988	0	0	33.90816326530612	116.6847899929619	RPS27A
NF-kB is activated and signals survival Homo sapiens R-HSA-209560	1/13	0.03202621324876303	0.08318758535684988	0	0	33.90816326530612	116.6847899929619	RPS27A
Assembly Of The HIV Virion Homo sapiens R-HSA-175474	1/13	0.03202621324876303	0.08318758535684988	0	0	33.90816326530612	116.6847899929619	RPS27A
Downregulation of ERBB2:ERBB3 signaling Homo sapiens R-HSA-1358803	1/13	0.03202621324876303	0.08318758535684988	0	0	33.90816326530612	116.6847899929619	RPS27A
MAPK family signaling cascades Homo sapiens R-HSA-5683057	3/284	0.034025572476008945	0.08782850895369808	0	0	4.467857954115242	15.104232295039369	PHB;RPS27A;PSMA7
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor Homo sapiens R-HSA-156988	1/14	0.034447714169871156	0.0883658754792347	0	0	31.298273155416013	105.4223689491126	RPS27A
TCR signaling Homo sapiens R-HSA-202403	2/118	0.035176955009368155	0.08967952110412994	0	0	7.124281609195402	23.8475644827565	RPS27A;PSMA7
FCERI mediated MAPK activation Homo sapiens R-HSA-2871796	3/289	0.03555391753729182	0.09008446590737129	0	0	4.388632643951793	14.643572182760906	PHB;RPS27A;PSMA7
Regulation of innate immune responses to cytosolic DNA Homo sapiens R-HSA-3134975	1/15	0.03686327859360632	0.09008600035005568	0	0	29.06122448979592	95.91771596133705	RPS27A
Association of licensing factors with the pre-replicative complex Homo sapiens R-HSA-69298	1/15	0.03686327859360632	0.09008600035005568	0	0	29.06122448979592	95.91771596133705	RPS27A
Constitutive Signaling by NOTCH1 HD Domain Mutants Homo sapiens R-HSA-2691232	1/15	0.03686327859360632	0.09008600035005568	0	0	29.06122448979592	95.91771596133705	RPS27A
Signaling by NOTCH1 HD Domain Mutants in Cancer Homo sapiens R-HSA-2691230	1/15	0.03686327859360632	0.09008600035005568	0	0	29.06122448979592	95.91771596133705	RPS27A
NRIF signals cell death from the nucleus Homo sapiens R-HSA-205043	1/15	0.03686327859360632	0.09008600035005568	0	0	29.06122448979592	95.91771596133705	RPS27A
Glycogen synthesis Homo sapiens R-HSA-3322077	1/15	0.03686327859360632	0.09008600035005568	0	0	29.06122448979592	95.91771596133705	RPS27A
C-type lectin receptors (CLRs) Homo sapiens R-HSA-5621481	2/123	0.037935614638327717	0.09061294001862649	0	0	6.828168044077135	22.34084340876857	RPS27A;PSMA7
S Phase Homo sapiens R-HSA-69242	2/124	0.03849707242876802	0.09061294001862649	0	0	6.771857923497268	22.05711333941876	RPS27A;PSMA7
RHO GTPases activate CIT Homo sapiens R-HSA-5625900	1/16	0.039272920734465235	0.09061294001862649	0	0	27.122448979591837	87.80133530116419	MYL6
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition) Homo sapiens R-HSA-2173791	1/16	0.039272920734465235	0.09061294001862649	0	0	27.122448979591837	87.80133530116419	RPS27A
Formation of ATP by chemiosmotic coupling Homo sapiens R-HSA-163210	1/16	0.039272920734465235	0.09061294001862649	0	0	27.122448979591837	87.80133530116419	ATP5L
Translesion synthesis by REV1 Homo sapiens R-HSA-110312	1/16	0.039272920734465235	0.09061294001862649	0	0	27.122448979591837	87.80133530116419	RPS27A
p75NTR signals via NF-kB Homo sapiens R-HSA-193639	1/16	0.039272920734465235	0.09061294001862649	0	0	27.122448979591837	87.80133530116419	RPS27A
TRAF6 mediated induction of TAK1 complex Homo sapiens R-HSA-937072	1/16	0.039272920734465235	0.09061294001862649	0	0	27.122448979591837	87.80133530116419	RPS27A
Spry regulation of FGF signaling Homo sapiens R-HSA-1295596	1/16	0.039272920734465235	0.09061294001862649	0	0	27.122448979591837	87.80133530116419	RPS27A
MAP3K8 (TPL2)-dependent MAPK1/3 activation Homo sapiens R-HSA-5684264	1/16	0.039272920734465235	0.09061294001862649	0	0	27.122448979591837	87.80133530116419	RPS27A
Host Interactions of HIV factors Homo sapiens R-HSA-162909	2/129	0.041351953471259945	0.0940571498840406	0	0	6.5036089238845145	20.718128222258283	RPS27A;PSMA7
RHO GTPases Activate ROCKs Homo sapiens R-HSA-5627117	1/17	0.04167665479123348	0.0940571498840406	0	0	25.426020408163264	80.79916728086499	MYL6
Translesion synthesis by POLK Homo sapiens R-HSA-5655862	1/17	0.04167665479123348	0.0940571498840406	0	0	25.426020408163264	80.79916728086499	RPS27A
Translesion synthesis by POLI Homo sapiens R-HSA-5656121	1/17	0.04167665479123348	0.0940571498840406	0	0	25.426020408163264	80.79916728086499	RPS27A
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha Homo sapiens R-HSA-1234176	1/18	0.04407449493169267	0.0969224547319981	0	0	23.92917166866747	74.70385911458476	RPS27A
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon Homo sapiens R-HSA-936964	1/18	0.04407449493169267	0.0969224547319981	0	0	23.92917166866747	74.70385911458476	RPS27A
mRNA Splicing - Major Pathway Homo sapiens R-HSA-72163	2/134	0.04428445162178129	0.0969224547319981	0	0	6.255681818181818	19.49972118549308	HSPA8;SNRPD2
Signaling by Hedgehog Homo sapiens R-HSA-5358351	2/136	0.045478669821700686	0.0969224547319981	0	0	6.161691542288557	19.042780777221534	RPS27A;PSMA7
Mitotic G1-G1/S phases Homo sapiens R-HSA-453279	2/136	0.045478669821700686	0.0969224547319981	0	0	6.161691542288557	19.042780777221534	RPS27A;PSMA7
Developmental Biology Homo sapiens R-HSA-1266738	5/786	0.04578725095068526	0.0969224547319981	0	0	2.7271304595248256	8.40978743680291	HSPA8;MYL6;PHB;RPS27A;PSMA7
VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097	3/320	0.045809938474528855	0.0969224547319981	0	0	3.9532183368011276	12.188777096365673	PHB;RPS27A;PSMA7
GABA synthesis, release, reuptake and degradation Homo sapiens R-HSA-888590	1/19	0.04646645529524364	0.0969224547319981	0	0	22.598639455782312	69.35578082800635	HSPA8
HDL-mediated lipid transport Homo sapiens R-HSA-194223	1/19	0.04646645529524364	0.0969224547319981	0	0	22.598639455782312	69.35578082800635	A2M
Citric acid cycle (TCA cycle) Homo sapiens R-HSA-71403	1/19	0.04646645529524364	0.0969224547319981	0	0	22.598639455782312	69.35578082800635	MDH2
Regulation of TP53 Activity through Methylation Homo sapiens R-HSA-6804760	1/19	0.04646645529524364	0.0969224547319981	0	0	22.598639455782312	69.35578082800635	RPS27A
Translesion Synthesis by POLH Homo sapiens R-HSA-110320	1/19	0.04646645529524364	0.0969224547319981	0	0	22.598639455782312	69.35578082800635	RPS27A
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants Homo sapiens R-HSA-1236382	1/19	0.04646645529524364	0.0969224547319981	0	0	22.598639455782312	69.35578082800635	RPS27A
Signaling by Ligand-Responsive EGFR Variants in Cancer Homo sapiens R-HSA-5637815	1/19	0.04646645529524364	0.0969224547319981	0	0	22.598639455782312	69.35578082800635	RPS27A
Signaling by EGFR in Cancer Homo sapiens R-HSA-1643713	1/19	0.04646645529524364	0.0969224547319981	0	0	22.598639455782312	69.35578082800635	RPS27A
Signaling by SCF-KIT Homo sapiens R-HSA-1433557	3/325	0.04758828795451827	0.09876363279003038	0	0	3.890841813135985	11.84826931457884	PHB;RPS27A;PSMA7
Signaling by VEGF Homo sapiens R-HSA-194138	3/328	0.04867160395950962	0.09976170934743793	0	0	3.8543371522094927	11.65034880880839	PHB;RPS27A;PSMA7
Downstream signaling of activated FGFR2 Homo sapiens R-HSA-5654696	3/329	0.04903541645891017	0.09976170934743793	0	0	3.8423182352173346	11.585405806889046	PHB;RPS27A;PSMA7
Downstream signaling of activated FGFR4 Homo sapiens R-HSA-5654716	3/329	0.04903541645891017	0.09976170934743793	0	0	3.8423182352173346	11.585405806889046	PHB;RPS27A;PSMA7
Downstream signaling of activated FGFR3 Homo sapiens R-HSA-5654708	3/329	0.04903541645891017	0.09976170934743793	0	0	3.8423182352173346	11.585405806889046	PHB;RPS27A;PSMA7
Signaling by ERBB4 Homo sapiens R-HSA-1236394	3/330	0.04940057954398417	0.0998000745979135	0	0	3.830372828420847	11.520969052606693	PHB;RPS27A;PSMA7
Signaling by FGFR4 Homo sapiens R-HSA-5654743	3/332	0.050134950147779196	0.0998000745979135	0	0	3.806699864191942	11.393593184986399	PHB;RPS27A;PSMA7
Downstream signaling of activated FGFR1 Homo sapiens R-HSA-5654687	3/332	0.050134950147779196	0.0998000745979135	0	0	3.806699864191942	11.393593184986399	PHB;RPS27A;PSMA7
mRNA Splicing Homo sapiens R-HSA-72172	2/144	0.05037319219466424	0.0998000745979135	0	0	5.812206572769953	17.368594502988177	HSPA8;SNRPD2
Beta-catenin independent WNT signaling Homo sapiens R-HSA-3858494	2/144	0.05037319219466424	0.0998000745979135	0	0	5.812206572769953	17.368594502988177	RPS27A;PSMA7
Signaling by FGFR3 Homo sapiens R-HSA-5654741	3/333	0.05050415397327826	0.0998000745979135	0	0	3.7949709864603483	11.330643694748863	PHB;RPS27A;PSMA7
Regulation of FZD by ubiquitination Homo sapiens R-HSA-4641263	1/21	0.0512327930672156	0.09980728083377378	0	0	20.336734693877553	60.42807445408675	RPS27A
RHO GTPases activate PAKs Homo sapiens R-HSA-5627123	1/21	0.0512327930672156	0.09980728083377378	0	0	20.336734693877553	60.42807445408675	MYL6
NOTCH2 Activation and Transmission of Signal to the Nucleus Homo sapiens R-HSA-2979096	1/21	0.0512327930672156	0.09980728083377378	0	0	20.336734693877553	60.42807445408675	RPS27A
Signaling by FGFR1 Homo sapiens R-HSA-5654736	3/336	0.05161981705078256	0.10008912883555492	0	0	3.7602070155261647	11.144688167372845	PHB;RPS27A;PSMA7
Downstream signal transduction Homo sapiens R-HSA-186763	3/341	0.053505979160736045	0.10202660378567846	0	0	3.7036384237693567	10.844112089919431	PHB;RPS27A;PSMA7
Post-chaperonin tubulin folding pathway Homo sapiens R-HSA-389977	1/22	0.05360719859925478	0.10202660378567846	0	0	19.367346938775512	56.67024999786951	TUBA1B
Intrinsic Pathway of Fibrin Clot Formation Homo sapiens R-HSA-140837	1/22	0.05360719859925478	0.10202660378567846	0	0	19.367346938775512	56.67024999786951	A2M
mTORC1-mediated signalling Homo sapiens R-HSA-166208	1/22	0.05360719859925478	0.10202660378567846	0	0	19.367346938775512	56.67024999786951	LAMTOR4
G2/M Checkpoints Homo sapiens R-HSA-69481	2/150	0.05416366174115152	0.10261280871144761	0	0	5.574887387387387	16.25495026487543	RPS27A;PSMA7
DAP12 signaling Homo sapiens R-HSA-2424491	3/344	0.054653624304796	0.10306825040128195	0	0	3.670493542147626	10.669169474035316	PHB;RPS27A;PSMA7
Gap-filling DNA repair synthesis and ligation in GG-NER Homo sapiens R-HSA-5696397	1/23	0.05597578058787951	0.10413512334592	0	0	18.4860853432282	53.29235549319145	RPS27A
Downregulation of SMAD2/3:SMAD4 transcriptional activity Homo sapiens R-HSA-2173795	1/23	0.05597578058787951	0.10413512334592	0	0	18.4860853432282	53.29235549319145	RPS27A
APC/C:Cdc20 mediated degradation of Cyclin B Homo sapiens R-HSA-174048	1/23	0.05597578058787951	0.10413512334592	0	0	18.4860853432282	53.29235549319145	RPS27A
Sema4D induced cell migration and growth-cone collapse Homo sapiens R-HSA-416572	1/24	0.05833855301300996	0.10756170711773712	0	0	17.68145519077196	50.24171555062859	MYL6
IKK complex recruitment mediated by RIP1 Homo sapiens R-HSA-937041	1/24	0.05833855301300996	0.10756170711773712	0	0	17.68145519077196	50.24171555062859	RPS27A
Signaling by EGFR Homo sapiens R-HSA-177929	3/355	0.058962993316304335	0.10822984995392751	0	0	3.553795938104449	10.060246399879382	PHB;RPS27A;PSMA7
DAP12 interactions Homo sapiens R-HSA-2172127	3/359	0.060569136779150726	0.10898806007558454	0	0	3.5131484580444656	9.850762213401959	PHB;RPS27A;PSMA7
Formation of tubulin folding intermediates by CCT/TriC Homo sapiens R-HSA-389960	1/25	0.06069552982417541	0.10898806007558454	0	0	16.943877551020407	47.47480020477031	TUBA1B
Budding and maturation of HIV virion Homo sapiens R-HSA-162588	1/25	0.06069552982417541	0.10898806007558454	0	0	16.943877551020407	47.47480020477031	RPS27A
RAF activation Homo sapiens R-HSA-5673000	1/25	0.06069552982417541	0.10898806007558454	0	0	16.943877551020407	47.47480020477031	PHB
APC-Cdc20 mediated degradation of Nek2A Homo sapiens R-HSA-179409	1/25	0.06069552982417541	0.10898806007558454	0	0	16.943877551020407	47.47480020477031	RPS27A
Signaling by FGFR2 Homo sapiens R-HSA-5654738	3/361	0.061379954203157866	0.10973991812079739	0	0	3.493165339355759	9.748278619762948	PHB;RPS27A;PSMA7
Signaling by PDGF Homo sapiens R-HSA-186797	3/364	0.06260581180674998	0.10986623378067503	0	0	3.463605823068309	9.597295555201175	PHB;RPS27A;PSMA7
Apoptosis Homo sapiens R-HSA-109581	2/163	0.06270887331062412	0.10986623378067503	0	0	5.121376811594203	14.182384623506447	RPS27A;PSMA7
Downregulation of TGF-beta receptor signaling Homo sapiens R-HSA-2173788	1/26	0.06304672495404354	0.10986623378067503	0	0	16.26530612244898	44.95534064809558	RPS27A
Attenuation phase Homo sapiens R-HSA-3371568	1/26	0.06304672495404354	0.10986623378067503	0	0	16.26530612244898	44.95534064809558	HSPA8
Regulation of Hypoxia-inducible Factor (HIF) by oxygen Homo sapiens R-HSA-1234174	1/26	0.06304672495404354	0.10986623378067503	0	0	16.26530612244898	44.95534064809558	RPS27A
Cellular response to hypoxia Homo sapiens R-HSA-2262749	1/26	0.06304672495404354	0.10986623378067503	0	0	16.26530612244898	44.95534064809558	RPS27A
Signaling by FGFR Homo sapiens R-HSA-190236	3/366	0.0634294445358772	0.1100687419887281	0	0	3.4441709161244947	9.498427891223768	PHB;RPS27A;PSMA7
Signaling by Rho GTPases Homo sapiens R-HSA-194315	3/367	0.063843172282071	0.11032313871336955	0	0	3.434533551554828	9.449520207888682	MYL6;RPS27;A2M
Programmed Cell Death Homo sapiens R-HSA-5357801	2/166	0.06474252903659296	0.11141110205047039	0	0	5.0269308943089435	13.760403766207606	RPS27A;PSMA7
Sema4D in semaphorin signaling Homo sapiens R-HSA-400685	1/27	0.06539215225886762	0.11159900364839805	0	0	15.638932496075354	42.652889831563165	MYL6
EGFR downregulation Homo sapiens R-HSA-182971	1/27	0.06539215225886762	0.11159900364839805	0	0	15.638932496075354	42.652889831563165	RPS27A
NGF signalling via TRKA from the plasma membrane Homo sapiens R-HSA-187037	3/374	0.06677472645983318	0.11348955567041605	0	0	3.3685266961059814	9.116683782637654	PHB;RPS27A;PSMA7
Energy dependent regulation of mTOR by LKB1-AMPK Homo sapiens R-HSA-380972	1/28	0.0677318256109869	0.11371237389161622	0	0	15.058956916099774	40.541710435272364	LAMTOR4
Recognition of DNA damage by PCNA-containing replication complex Homo sapiens R-HSA-110314	1/28	0.0677318256109869	0.11371237389161622	0	0	15.058956916099774	40.541710435272364	RPS27A
Endosomal Sorting Complex Required For Transport (ESCRT) Homo sapiens R-HSA-917729	1/28	0.0677318256109869	0.11371237389161622	0	0	15.058956916099774	40.541710435272364	RPS27A
G2/M Transition Homo sapiens R-HSA-69275	2/173	0.06957332673799577	0.11633110908013057	0	0	4.819444444444445	12.845622020856771	RPS27A;PSMA7
Negative regulation of FGFR3 signaling Homo sapiens R-HSA-5654732	1/29	0.07006575883720893	0.1166820903216423	0	0	14.520408163265307	38.5999069065122	RPS27A
Mitotic G2-G2/M phases Homo sapiens R-HSA-453274	2/175	0.07097499610183003	0.11772157987974217	0	0	4.7632466281310215	12.600824245927287	RPS27A;PSMA7
Termination of translesion DNA synthesis Homo sapiens R-HSA-5656169	1/30	0.0723939657090184	0.11911835791961993	0	0	14.019000703729768	36.80874147674154	RPS27A
Activated NOTCH1 Transmits Signal to the Nucleus Homo sapiens R-HSA-2122948	1/30	0.0723939657090184	0.11911835791961993	0	0	14.019000703729768	36.80874147674154	RPS27A
Signaling by Interleukins Homo sapiens R-HSA-449147	3/392	0.07459322861560068	0.12096857221951601	0	0	3.2097030027894764	8.331443882529186	PHB;RPS27A;PSMA7
Negative regulation of FGFR4 signaling Homo sapiens R-HSA-5654733	1/31	0.07471646000262763	0.12096857221951601	0	0	13.551020408163266	35.15209038871121	RPS27A
Regulation of TNFR1 signaling Homo sapiens R-HSA-5357905	1/31	0.07471646000262763	0.12096857221951601	0	0	13.551020408163266	35.15209038871121	RPS27A
Fc epsilon receptor (FCERI) signaling Homo sapiens R-HSA-2454202	3/395	0.07593480822509278	0.12096857221951601	0	0	3.1846504559270516	8.209647014507619	PHB;RPS27A;PSMA7
Cell Cycle Checkpoints Homo sapiens R-HSA-69620	2/182	0.07595327125893173	0.12096857221951601	0	0	4.576388888888889	11.79626923326343	RPS27A;PSMA7
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding Homo sapiens R-HSA-389958	1/32	0.07703325543276686	0.12096857221951601	0	0	13.113232389730086	33.61600807740255	TUBA1B
TGF-beta receptor signaling activates SMADs Homo sapiens R-HSA-2173789	1/32	0.07703325543276686	0.12096857221951601	0	0	13.113232389730086	33.61600807740255	RPS27A
Signaling by NOTCH2 Homo sapiens R-HSA-1980145	1/32	0.07703325543276686	0.12096857221951601	0	0	13.113232389730086	33.61600807740255	RPS27A
Oncogene Induced Senescence Homo sapiens R-HSA-2559585	1/32	0.07703325543276686	0.12096857221951601	0	0	13.113232389730086	33.61600807740255	RPS27A
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription Homo sapiens R-HSA-2173796	1/32	0.07703325543276686	0.12096857221951601	0	0	13.113232389730086	33.61600807740255	RPS27A
Gluconeogenesis Homo sapiens R-HSA-70263	1/32	0.07703325543276686	0.12096857221951601	0	0	13.113232389730086	33.61600807740255	MDH2
Negative regulation of FGFR1 signaling Homo sapiens R-HSA-5654726	1/32	0.07703325543276686	0.12096857221951601	0	0	13.113232389730086	33.61600807740255	RPS27A
Smooth Muscle Contraction Homo sapiens R-HSA-445355	1/33	0.0793443657059371	0.12412584483542433	0	0	12.70280612244898	32.18837516559274	MYL6
EPHA-mediated growth cone collapse Homo sapiens R-HSA-3928663	1/34	0.0816498044624026	0.12535824997387462	0	0	12.317254174397032	30.85861216573232	MYL6
Lipoprotein metabolism Homo sapiens R-HSA-174824	1/34	0.0816498044624026	0.12535824997387462	0	0	12.317254174397032	30.85861216573232	A2M
HSF1-dependent transactivation Homo sapiens R-HSA-3371571	1/34	0.0816498044624026	0.12535824997387462	0	0	12.317254174397032	30.85861216573232	HSPA8
Negative regulation of FGFR2 signaling Homo sapiens R-HSA-5654727	1/34	0.0816498044624026	0.12535824997387462	0	0	12.317254174397032	30.85861216573232	RPS27A
Negative regulators of RIG-I/MDA5 signaling Homo sapiens R-HSA-936440	1/34	0.0816498044624026	0.12535824997387462	0	0	12.317254174397032	30.85861216573232	RPS27A
Downstream signaling events of B Cell Receptor (BCR) Homo sapiens R-HSA-1168372	2/192	0.08325238225198861	0.12660397632401585	0	0	4.333333333333333	10.772140317863167	RPS27A;PSMA7
Lysosome Vesicle Biogenesis Homo sapiens R-HSA-432720	1/35	0.08394958536129378	0.12660397632401585	0	0	11.95438175270108	29.617445035780882	HSPA8
Regulation of TP53 Degradation Homo sapiens R-HSA-6804757	1/35	0.08394958536129378	0.12660397632401585	0	0	11.95438175270108	29.617445035780882	RPS27A
Fanconi Anemia Pathway Homo sapiens R-HSA-6783310	1/35	0.08394958536129378	0.12660397632401585	0	0	11.95438175270108	29.617445035780882	RPS27A
Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	2/193	0.08399392133845118	0.12660397632401585	0	0	4.31042757417103	10.676975859773291	HSPA8;SNRPD2
Regulation of TP53 Expression and Degradation Homo sapiens R-HSA-6806003	1/36	0.08624372197430759	0.12952238972868738	0	0	11.612244897959183	28.456712045041098	RPS27A
TCF dependent signaling in response to WNT Homo sapiens R-HSA-201681	2/199	0.08848582523399792	0.13199931450787203	0	0	4.177876480541455	10.130986600028606	RPS27A;PSMA7
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template Homo sapiens R-HSA-110313	1/37	0.08853222789026767	0.13199931450787203	0	0	11.289115646258503	27.36920368672352	RPS27A
DNA Damage Recognition in GG-NER Homo sapiens R-HSA-5696394	1/38	0.09081511663134849	0.13395229703123904	0	0	10.983452840595698	26.34852930034076	RPS27A
G1 Phase Homo sapiens R-HSA-69236	1/38	0.09081511663134849	0.13395229703123904	0	0	10.983452840595698	26.34852930034076	RPS27A
Cyclin D associated events in G1 Homo sapiens R-HSA-69231	1/38	0.09081511663134849	0.13395229703123904	0	0	10.983452840595698	26.34852930034076	RPS27A
Formation of Fibrin Clot (Clotting Cascade) Homo sapiens R-HSA-140877	1/39	0.09309240170465724	0.13574815965346024	0	0	10.693877551020408	25.38900533231373	A2M
mTOR signalling Homo sapiens R-HSA-165159	1/39	0.09309240170465724	0.13574815965346024	0	0	10.693877551020408	25.38900533231373	LAMTOR4
Dual Incision in GG-NER Homo sapiens R-HSA-5696400	1/39	0.09309240170465724	0.13574815965346024	0	0	10.693877551020408	25.38900533231373	RPS27A
Gastrin-CREB signalling pathway via PKC and MAPK Homo sapiens R-HSA-881907	3/432	0.09334740276412277	0.13574815965346024	0	0	2.904478500223181	6.887759410014668	PHB;RPS27A;PSMA7
PKB-mediated events Homo sapiens R-HSA-109703	1/40	0.09536409657552716	0.1377110905094151	0	0	10.419152276295133	24.485561288951835	LAMTOR4
Negative regulation of MAPK pathway Homo sapiens R-HSA-5675221	1/40	0.09536409657552716	0.1377110905094151	0	0	10.419152276295133	24.485561288951835	RPS27A
TNF signaling Homo sapiens R-HSA-75893	1/41	0.09763021468476817	0.14049226015612978	0	0	10.158163265306122	23.633660200289185	RPS27A
Deactivation of the beta-catenin transactivating complex Homo sapiens R-HSA-3769402	1/42	0.09989076947033614	0.1432461381640584	0	0	9.909905425584869	22.829231064333683	RPS27A
Formation of Incision Complex in GG-NER Homo sapiens R-HSA-5696395	1/43	0.10214577427941592	0.14579072784457023	0	0	9.673469387755102	22.068611238785657	RPS27A
Signalling by NGF Homo sapiens R-HSA-166520	3/450	0.10237121325647788	0.14579072784457023	0	0	2.7849493074396685	6.3473164522024055	PHB;RPS27A;PSMA7
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer Homo sapiens R-HSA-2173793	1/44	0.10439524246477773	0.14765491485600413	0	0	9.448030374940673	21.34849709415977	RPS27A
Interleukin-1 signaling Homo sapiens R-HSA-446652	1/44	0.10439524246477773	0.14765491485600413	0	0	9.448030374940673	21.34849709415977	RPS27A
HIV Infection Homo sapiens R-HSA-162906	2/222	0.10633584510819652	0.14929486229410852	0	0	3.7367424242424243	8.374610909283374	RPS27A;PSMA7
Diseases of metabolism Homo sapiens R-HSA-5668914	1/45	0.10663918735293466	0.14929486229410852	0	0	9.232838589981448	20.665901611884028	RPS27A
Signaling by ERBB2 Homo sapiens R-HSA-1227986	1/45	0.10663918735293466	0.14929486229410852	0	0	9.232838589981448	20.665901611884028	RPS27A
